1,1,1,34
2,1,2,41
2,1,3,54
1,1,4,41
1,1,5,35
1,1,6,44
1,1,7,50
1,1,8,42
2,1,9,42
2,1,10,66
1,1,11,50
1,1,12,55
1,1,13,56
1,1,14,53
1,1,15,44
2,1,16,54
2,1,17,54
1,1,18,50
1,1,19,40
1,1,20,49
1,1,21,28
1,1,22,72
2,1,23,71
2,1,24,53
1,1,25,43
1,1,26,38
1,1,27,55
1,1,28,49
1,1,29,43
2,1,30,49
2,1,31,49
1,1,32,44
1,1,33,39
1,1,34,52
1,1,35,45
1,1,36,33
2,1,37,43
2,1,38,40
1,1,39,46
1,1,40,49
1,1,41,50
1,1,42,37
1,1,43,37
2,1,44,45
2,1,45,48
1,1,46,48
1,1,47,38
1,1,48,60
1,1,49,31
1,1,50,35
2,1,51,53
2,1,52,70
1,1,53,62
1,1,54,48
1,1,55,51
1,1,56,49
1,1,57,38
2,1,58,32
2,1,59,39
1,1,60,35
1,2,61,30
1,2,62,36
1,2,63,31
1,2,64,31
2,2,65,44
2,2,66,41
1,2,67,41
1,2,68,45
1,2,69,46
1,2,70,45
1,2,71,41
2,2,72,47
2,2,73,48
1,2,74,40
1,2,75,42
1,2,76,38
1,2,77,38
1,2,78,45
2,2,79,48
2,2,80,62
1,2,81,46
1,2,82,38
1,2,83,62
1,2,84,81
1,2,85,40
2,2,86,45
2,2,87,42
1,2,88,53
1,2,89,53
1,2,90,56
1,2,91,53
1,2,92,47
2,2,93,61
2,2,94,64
1,2,95,62
1,2,96,37
1,2,97,65
1,2,98,54
1,2,99,44
2,2,100,46
2,2,101,50
1,2,102,43
1,2,103,53
1,2,104,63
1,2,105,52
1,2,106,2
2,2,107,0
2,2,108,0
1,2,109,72
1,2,110,59
1,2,111,75
1,2,112,47
1,2,113,44
2,2,114,77
2,2,115,90
1,2,116,93
1,2,117,47
1,2,118,61
1,2,119,77
1,2,120,282
2,2,121,50
2,2,122,58
1,2,123,33
1,2,124,41
1,2,125,36
1,2,126,64
1,2,127,49
2,2,128,53
2,2,129,60
1,2,130,43
1,2,131,41
1,2,132,55
1,2,133,45
1,2,134,18
2,2,135,60
2,2,136,69
1,2,137,54
1,2,138,39
1,2,139,50
1,2,140,44
1,2,141,54
2,2,142,57
2,2,143,82
1,2,144,57
1,2,145,44
1,2,146,56
1,2,147,51
1,2,148,55
2,2,149,28
2,2,150,56
1,2,151,54
1,2,152,36
1,3,153,34
1,3,154,41
1,3,155,54
2,3,156,41
2,3,157,35
1,3,158,44
1,3,159,50
1,3,160,42
1,3,161,42
1,3,162,66
2,3,163,50
2,3,164,55
1,3,165,56
1,3,166,53
1,3,167,44
1,3,168,54
1,3,169,54
2,3,170,50
2,3,171,40
1,3,172,49
1,3,173,28
1,3,174,72
1,3,175,71
1,3,176,53
2,3,177,43
2,3,178,38
1,3,179,55
1,3,180,49
1,3,181,43
1,3,182,49
1,3,183,49
2,3,184,44
2,3,185,39
1,3,186,52
1,3,187,45
1,3,188,33
1,3,189,43
1,3,190,40
2,3,191,46
2,3,192,49
1,3,193,50
1,3,194,37
1,3,195,37
1,3,196,45
1,3,197,48
2,3,198,48
2,3,199,38
1,3,200,60
1,3,201,31
1,3,202,35
1,3,203,53
1,3,204,70
2,3,205,62
2,3,206,48
1,3,207,51
1,3,208,49
1,3,209,38
1,3,210,32
1,3,211,39
2,3,212,35
2,3,213,30
1,3,214,36
1,3,215,31
1,3,216,31
1,3,217,44
1,3,218,41
2,3,219,41
2,3,220,45
1,3,221,46
1,3,222,45
1,3,223,41
1,3,224,47
1,3,225,48
2,3,226,40
2,3,227,42
1,3,228,38
1,3,229,38
1,3,230,45
1,3,231,48
1,3,232,62
2,3,233,46
2,3,234,38
1,3,235,62
1,3,236,81
1,3,237,40
1,3,238,45
1,3,239,42
2,3,240,53
2,3,241,53
1,3,242,56
1,3,243,53
1,3,244,47
1,4,245,61
1,4,246,64
2,4,247,62
2,4,248,37
1,4,249,65
1,4,250,54
1,4,251,44
1,4,252,46
1,4,253,50
2,4,254,43
2,4,255,53
1,4,256,63
1,4,257,52
1,4,258,2
1,4,259,0
1,4,260,0
2,4,261,72
2,4,262,59
1,4,263,75
1,4,264,47
1,4,265,44
1,4,266,77
1,4,267,90
2,4,268,93
2,4,269,47
1,4,270,61
1,4,271,77
1,4,272,282
1,4,273,50
1,4,274,58
2,4,275,33
2,4,276,41
1,4,277,36
1,4,278,64
1,4,279,49
1,4,280,53
1,4,281,60
2,4,282,43
2,4,283,41
1,4,284,55
1,4,285,45
1,4,286,18
1,4,287,60
1,4,288,69
2,4,289,54
2,4,290,39
1,4,291,50
1,4,292,44
1,4,293,54
1,4,294,57
1,4,295,82
2,4,296,57
2,4,297,44
1,4,298,56
1,4,299,51
1,4,300,55
1,4,301,28
1,4,302,56
2,4,303,54
2,4,304,36
1,4,305,173
1,4,306,43
1,4,307,49
1,4,308,52
1,4,309,45
2,4,310,57
2,4,311,31
1,4,312,39
1,4,313,52
1,4,314,47
1,4,315,60
1,4,316,65
2,4,317,58
2,4,318,41
1,4,319,51
1,4,320,53
1,4,321,44
1,4,322,54
1,4,323,50
2,4,324,45
2,4,325,27
1,4,326,78
1,4,327,66
1,4,328,67
1,4,329,54
1,4,330,49
2,4,331,57
2,4,332,32
1,4,333,66
1,4,334,57
1,4,335,227
1,1,336,47
1,1,337,38
2,1,338,57
2,1,339,28
1,1,340,63
1,1,341,56
1,1,342,43
1,1,343,56
1,1,344,58
2,1,345,41
2,1,346,42
1,1,347,66
1,1,348,62
1,1,349,50
1,1,350,41
1,1,351,53
2,1,352,54
2,1,353,43
1,1,354,50
1,1,355,37
1,1,356,28
1,1,357,41
1,1,358,45
2,1,359,40
2,1,360,45
1,1,361,47
1,1,362,50
1,1,363,157
1,1,364,18
1,1,365,162
2,1,366,69
2,1,367,13
1,1,368,27
1,1,369,34
1,1,370,34
1,1,371,33
1,1,372,36
2,1,373,33
2,1,374,21
1,1,375,46
1,1,376,51
1,1,377,42
1,1,378,41
1,1,379,44
2,1,380,30
2,1,381,32
1,1,382,45
1,1,383,51
1,1,384,42
1,1,385,50
1,1,386,66
2,1,387,40
2,1,388,34
1,1,389,40
1,1,390,45
1,1,391,64
1,1,392,40
1,1,393,3
2,1,394,0
2,1,395,0
1,1,396,31
1,1,397,56
