2016-01-01,12.0
2016-01-02,8.0
2016-01-04,10.0
2016-01-05,5.0
2016-01-06,5.0
2016-01-07,5.0
2016-01-08,8.0
2016-01-09,14.0
2016-01-18,7.0
2016-01-19,12.0
2016-01-20,10.0
2016-01-21,10.0
2016-01-22,10.0
2016-01-23,5.0
2016-01-26,10.0
2016-01-28,5.0
2016-01-29,10.0
2016-01-30,10.0
2016-02-01,15.0
2016-02-02,5.0
2016-02-03,10.0
2016-02-04,8.0
2016-02-05,5.0
2016-02-06,10.0
2016-02-12,5.0
2016-02-13,5.0
2016-02-17,25.0
2016-02-19,15.0
2016-02-20,15.0
2016-02-22,5.0
2016-02-23,15.0
2016-02-24,15.0
2016-02-27,15.0
2016-03-01,15.0
2016-03-02,5.0
2016-03-03,10.0
2016-03-05,10.0
2016-03-07,10.0
2016-03-08,20.0
2016-03-11,10.0
2016-03-15,5.0
2016-03-16,20.0
2016-03-18,20.0
2016-03-19,15.0
2016-03-22,10.0
2016-03-24,27.0
2016-03-25,15.0
2016-03-26,15.0
2016-03-28,20.0
2016-03-29,12.0
2016-03-30,15.0
2016-03-31,15.0
2016-04-01,17.0
2016-04-02,17.0
2016-04-04,20.0
2016-04-05,11.0
2016-04-06,15.0
2016-04-07,15.0
2016-04-08,10.0
2016-04-09,17.0
2016-04-11,9.0
2016-04-12,12.0
2016-04-13,10.0
2016-04-14,10.0
2016-04-15,12.0
2016-04-19,12.0
2016-04-20,12.0
2016-04-21,17.0
2016-04-22,18.0
2016-04-23,15.0
2016-04-25,17.0
2016-04-26,14.0
2016-04-27,17.0
2016-04-28,16.0
2016-04-29,10.0
2016-04-30,22.0
2016-05-02,20.0
2016-05-03,17.0
2016-05-04,20.0
2016-05-05,20.0
2016-05-06,10.0
2016-05-07,12.0
2016-05-09,12.0
2016-05-10,16.0
2016-05-11,15.0
2016-05-12,22.0
2016-05-13,20.0
2016-05-14,20.0
2016-05-16,18.0
2016-05-17,17.0
2016-05-18,15.0
2016-05-19,14.0
2016-05-20,15.0
2016-05-21,13.0
2016-05-23,17.0
2016-05-24,20.0
2016-05-25,20.0
2016-05-26,18.0
2016-05-27,15.0
2016-05-28,19.0
2016-05-30,15.0
2016-05-31,15.0
2016-06-01,15.0
2016-06-02,20.0
2016-06-03,20.0
2016-06-04,28.0
2016-06-06,25.0
2016-06-08,15.0
2016-06-09,15.0
2016-06-10,22.0
2016-06-11,18.0
2016-06-13,3.0
2016-06-14,27.0
2016-06-15,27.0
2016-06-16,25.0
2016-06-17,10.0
2016-06-18,25.0
2016-06-20,26.0
2016-06-21,24.0
2016-06-22,22.0
2016-06-23,26.0
2016-06-24,26.0
2016-06-25,17.0
2016-06-27,20.0
2016-06-28,20.0
2016-06-29,10.0
2016-06-30,20.0
2016-07-01,22.0
2016-07-02,13.0
2016-07-04,15.0
2016-07-05,20.0
2016-07-06,20.0
2016-07-07,23.0
2016-07-08,5.0
2016-07-09,25.0
2016-07-11,20.0
2016-07-12,22.0
2016-07-13,24.0
2016-07-14,18.0
2016-07-15,8.0
2016-07-16,25.0
2016-07-18,20.0
2016-07-19,22.0
2016-07-20,18.0
2016-07-21,22.0
2016-07-22,5.0
2016-07-23,23.0
2016-07-25,20.0
2016-07-26,13.0
2016-07-27,5.0
2016-07-28,20.0
2016-07-29,15.0
2016-07-30,20.0
2016-08-01,17.0
2016-08-02,18.0
2016-08-04,20.0
2016-08-06,20.0
2016-08-08,20.0
2016-08-09,18.0
2016-08-10,15.0
2016-08-11,17.0
2016-08-13,16.0
2016-08-16,25.0
2016-08-17,21.0
2016-08-18,25.0
2016-08-19,10.0
2016-08-20,20.0
2016-08-22,23.0
2016-08-23,18.0
2016-08-24,18.0
2016-08-25,25.0
2016-08-26,5.0
2016-08-27,12.0
2016-08-29,20.0
2016-08-30,10.0
2016-08-31,15.0
2016-09-01,13.0
2016-09-02,8.0
2016-09-03,18.0
2016-09-05,17.0
2016-09-07,20.0
2016-09-08,6.0
2016-09-10,18.0
2016-09-12,10.0
2016-09-13,8.0
2016-09-17,10.0
2016-09-19,18.0
2016-09-26,20.0
2016-09-27,24.0
2016-09-30,4.0
2016-10-01,10.0
2016-10-03,6.0
2016-10-06,5.0
2016-10-08,14.0
2016-10-10,15.0
2016-10-11,8.0
2016-10-12,22.0
2016-10-13,4.0
2016-10-14,24.0
2016-10-15,10.0
2016-10-17,18.0
2016-10-18,14.0
2016-10-19,20.0
2016-10-20,10.0
2016-10-21,5.0
2016-10-22,15.0
2016-10-24,15.0
2016-10-25,16.0
2016-10-26,4.0
2016-10-27,5.0
2016-10-28,4.0
2016-10-29,17.0
2016-10-31,15.0
2016-11-01,4.0
2016-11-02,14.0
2016-11-03,20.0
2016-11-04,22.0
2016-11-05,20.0
2016-11-07,25.0
2016-11-08,14.0
2016-11-09,14.0
2016-11-10,10.0
2016-11-11,9.0
2016-11-12,7.0
2016-11-14,13.0
2016-11-15,30.0
2016-11-16,18.0
2016-11-17,18.0
2016-11-18,18.0
2016-11-19,2.0
2016-11-23,10.0
2016-11-24,12.0
2016-11-26,14.0
2016-11-28,10.0
2016-11-29,13.0
2016-11-30,3.0
2016-12-01,12.0
2016-12-02,10.0
2016-12-03,6.0
2016-12-05,6.0
2016-12-06,24.0
2016-12-07,25.0
2016-12-08,25.0
2016-12-09,20.0
2016-12-10,10.0
2016-12-12,20.0
2016-12-13,20.0
2016-12-14,6.0
2016-12-15,20.0
2016-12-16,8.0
2016-12-19,15.0
2016-12-20,10.0
2016-12-21,18.0
2016-12-22,20.0
2016-12-24,19.0
2016-12-26,22.0
2016-12-27,25.0
2016-12-28,25.0
2016-12-29,30.0
2016-12-30,20.0
2016-12-31,14.0
