1,1,1,34
2,1,2,41
2,1,3,54
1,1,4,41
1,1,5,35
1,1,6,44
1,1,7,50
1,1,8,42
2,1,9,42
2,1,10,66
1,1,11,50
1,1,12,55
1,1,13,56
1,1,14,53
1,1,15,44
2,1,16,54
2,1,17,54
1,1,18,50
1,1,19,40
1,1,20,49
1,1,21,28
1,1,22,72
2,1,23,71
2,1,24,53
1,1,25,43
1,1,26,38
1,1,27,55
1,1,28,49
1,1,29,43
2,1,30,49
2,1,31,49
1,1,32,44
1,1,33,39
1,1,34,52
1,1,35,45
1,1,36,33
2,1,37,43
2,1,38,40
1,1,39,46
1,1,40,49
1,1,41,50
1,1,42,37
1,1,43,37
2,1,44,45
2,1,45,48
1,1,46,48
1,1,47,38
1,1,48,60
1,1,49,31
1,1,50,35
2,1,51,53
2,1,52,70
1,1,53,62
1,1,54,48
1,1,55,51
1,1,56,49
1,1,57,38
2,1,58,32
2,1,59,39
1,1,60,35
1,2,61,30
1,2,62,36
1,2,63,31
1,2,64,31
2,2,65,44
2,2,66,41
1,2,67,41
1,2,68,45
1,2,69,46
1,2,70,45
1,2,71,41
2,2,72,47
2,2,73,48
1,2,74,40
1,2,75,42
1,2,76,38
1,2,77,38
1,2,78,45
2,2,79,48
2,2,80,62
1,2,81,46
1,2,82,38
1,2,83,62
1,2,84,81
1,2,85,40
2,2,86,45
2,2,87,42
1,2,88,53
1,2,89,53
1,2,90,56
1,2,91,53
1,2,92,47
2,2,93,61
2,2,94,64
1,2,95,62
1,2,96,37
1,2,97,65
1,2,98,54
1,2,99,44
2,2,100,46
2,2,101,50
1,2,102,43
1,2,103,53
1,2,104,63
1,2,105,52
1,2,106,2
2,2,107,0
2,2,108,0
1,2,109,72
1,2,110,59
1,2,111,75
1,2,112,47
1,2,113,44
2,2,114,77
2,2,115,90
1,2,116,93
1,2,117,47
1,2,118,61
1,2,119,77
1,2,120,282
2,2,121,50
2,2,122,58
1,2,123,33
1,2,124,41
1,2,125,36
1,2,126,64
1,2,127,49
2,2,128,53
2,2,129,60
1,2,130,43
1,2,131,41
1,2,132,55
1,2,133,45
1,2,134,18
2,2,135,60
2,2,136,69
1,2,137,54
1,2,138,39
1,2,139,50
1,2,140,44
1,2,141,54
2,2,142,57
2,2,143,82
1,2,144,57
1,2,145,44
1,2,146,56
1,2,147,51
1,2,148,55
2,2,149,28
2,2,150,56
1,2,151,54
1,2,152,36
1,3,153,12
1,3,154,25
1,3,155,41
2,3,156,11
2,3,157,6
1,3,158,9
1,3,159,230
1,3,160,29
1,3,161,24
1,3,162,23
2,3,163,14
2,3,164,21
1,3,165,20
1,3,166,25
1,3,167,23
1,3,168,27
1,3,169,31
2,3,170,16
2,3,171,14
1,3,172,30
1,3,173,32
1,3,174,75
1,3,175,35
1,3,176,26
2,3,177,12
2,3,178,21
1,3,179,23
1,3,180,28
1,3,181,25
1,3,182,31
1,3,183,21
2,3,184,17
2,3,185,10
1,3,186,29
1,3,187,34
1,3,188,28
1,3,189,20
1,3,190,36
2,3,191,23
2,3,192,15
1,3,193,42
1,3,194,28
1,3,195,24
1,3,196,29
1,3,197,20
2,3,198,14
2,3,199,18
1,3,200,27
1,3,201,22
1,3,202,31
1,3,203,24
1,3,204,39
2,3,205,31
2,3,206,17
1,3,207,42
1,3,208,29
1,3,209,33
1,3,210,22
1,3,211,39
2,3,212,25
2,3,213,23
1,3,214,25
1,3,215,21
1,3,216,18
1,3,217,24
1,3,218,24
2,3,219,20
2,3,220,9
1,3,221,31
1,3,222,33
1,3,223,33
1,3,224,31
1,3,225,27
2,3,226,570
2,3,227,15
1,3,228,25
1,3,229,32
1,3,230,29
1,3,231,32
1,3,232,21
2,3,233,92
2,3,234,19
1,3,235,37
1,3,236,29
1,3,237,33
1,3,238,16
1,3,239,22
2,3,240,25
2,3,241,21
1,3,242,46
1,3,243,34
1,3,244,31
1,4,245,22
1,4,246,30
2,4,247,28
2,4,248,14
1,4,249,25
1,4,250,33
1,4,251,28
1,4,252,24
1,4,253,42
2,4,254,26
2,4,255,19
1,4,256,41
1,4,257,34
1,4,258,8
1,4,259,0
1,4,260,0
2,4,261,11
2,4,262,16
1,4,263,27
1,4,264,27
1,4,265,21
1,4,266,37
1,4,267,41
2,4,268,23
2,4,269,30
1,4,270,25
1,4,271,22
1,4,272,26
1,4,273,29
1,4,274,31
2,4,275,29
2,4,276,12
1,4,277,15
1,4,278,48
1,4,279,18
1,4,280,25
1,4,281,27
2,4,282,25
2,4,283,21
1,4,284,28
1,4,285,24
1,4,286,21
1,4,287,29
1,4,288,121
2,4,289,0
2,4,290,7
1,4,291,32
1,4,292,19
1,4,293,34
1,4,294,28
1,4,295,23
2,4,296,15
2,4,297,10
1,4,298,15
1,4,299,9
1,4,300,78
1,4,301,59
1,4,302,29
2,4,303,23
2,4,304,12
1,4,305,36
1,4,306,13
1,4,307,17
1,4,308,17
1,4,309,16
2,4,310,14
2,4,311,8
1,4,312,16
1,4,313,14
1,4,314,14
1,4,315,15
1,4,316,20
2,4,317,24
2,4,318,8
1,4,319,15
1,4,320,17
1,4,321,9
1,4,322,17
1,4,323,13
2,4,324,19
2,4,325,8
1,4,326,14
1,4,327,18
1,4,328,24
1,4,329,16
1,4,330,11
2,4,331,13
2,4,332,10
1,4,333,16
1,4,334,11
1,4,335,22
1,1,336,15
1,1,337,18
2,1,338,11
2,1,339,14
1,1,340,34
1,1,341,10
1,1,342,13
1,1,343,21
1,1,344,35
2,1,345,15
2,1,346,6
1,1,347,23
1,1,348,22
1,1,349,19
1,1,350,20
1,1,351,13
2,1,352,21
2,1,353,10
1,1,354,11
1,1,355,11
1,1,356,16
1,1,357,12
1,1,358,15
2,1,359,8
2,1,360,0
1,1,361,24
1,1,362,19
1,1,363,22
1,1,364,13
1,1,365,12
2,1,366,16
2,1,367,2
1,1,368,16
1,1,369,20
1,1,370,12
1,1,371,11
1,1,372,22
2,1,373,20
2,1,374,16
1,1,375,17
1,1,376,97
1,1,377,0
1,1,378,23
1,1,379,100
2,1,380,18
2,1,381,13
1,1,382,21
1,1,383,24
1,1,384,16
1,1,385,18
1,1,386,22
2,1,387,18
2,1,388,11
1,1,389,24
1,1,390,22
1,1,391,20
1,1,392,22
1,1,393,26
2,1,394,0
2,1,395,0
1,1,396,5
1,1,397,31
