312701,34,,2016,1,1,6,1
312701,41,,2016,1,2,7,1
312701,54,,2016,1,3,1,2
312701,41,,2016,1,4,2,2
312701,35,,2016,1,5,3,2
312701,44,,2016,1,6,4,2
312701,50,,2016,1,7,5,2
312701,42,,2016,1,8,6,2
312701,42,,2016,1,9,7,2
312701,66,,2016,1,10,1,3
312701,50,,2016,1,11,2,3
312701,55,,2016,1,12,3,3
312701,56,,2016,1,13,4,3
312701,53,,2016,1,14,5,3
312701,44,,2016,1,15,6,3
312701,54,,2016,1,16,7,3
312701,54,,2016,1,17,1,4
312701,50,,2016,1,18,2,4
312701,40,,2016,1,19,3,4
312701,49,,2016,1,20,4,4
312701,28,,2016,1,21,5,4
312701,72,,2016,1,22,6,4
312701,71,,2016,1,23,7,4
312701,53,,2016,1,24,1,5
312701,43,,2016,1,25,2,5
312701,38,,2016,1,26,3,5
312701,55,,2016,1,27,4,5
312701,49,,2016,1,28,5,5
312701,43,,2016,1,29,6,5
312701,49,,2016,1,30,7,5
312701,49,,2016,1,31,1,6
312701,44,,2016,2,1,2,6
312701,39,,2016,2,2,3,6
312701,52,,2016,2,3,4,6
312701,45,,2016,2,4,5,6
312701,33,,2016,2,5,6,6
312701,43,,2016,2,6,7,6
312701,40,,2016,2,7,1,7
312701,46,,2016,2,8,2,7
312701,49,,2016,2,9,3,7
312701,50,,2016,2,10,4,7
312701,37,,2016,2,11,5,7
312701,37,,2016,2,12,6,7
312701,45,,2016,2,13,7,7
312701,48,,2016,2,14,1,8
312701,48,,2016,2,15,2,8
312701,38,,2016,2,16,3,8
312701,60,,2016,2,17,4,8
312701,31,,2016,2,18,5,8
312701,35,,2016,2,19,6,8
312701,53,,2016,2,20,7,8
312701,70,,2016,2,21,1,9
312701,62,,2016,2,22,2,9
312701,48,,2016,2,23,3,9
312701,51,,2016,2,24,4,9
312701,49,,2016,2,25,5,9
312701,38,,2016,2,26,6,9
312701,32,,2016,2,27,7,9
312701,39,,2016,2,28,1,10
312701,35,,2016,2,29,2,10
312701,30,,2016,3,1,3,10
312701,36,,2016,3,2,4,10
312701,31,,2016,3,3,5,10
312701,31,,2016,3,4,6,10
312701,44,,2016,3,5,7,10
312701,41,,2016,3,6,1,11
312701,41,,2016,3,7,2,11
312701,45,,2016,3,8,3,11
312701,46,,2016,3,9,4,11
312701,45,,2016,3,10,5,11
312701,41,,2016,3,11,6,11
312701,47,,2016,3,12,7,11
312701,48,,2016,3,13,1,12
312701,40,,2016,3,14,2,12
312701,42,,2016,3,15,3,12
312701,38,,2016,3,16,4,12
312701,38,,2016,3,17,5,12
312701,45,,2016,3,18,6,12
312701,48,,2016,3,19,7,12
312701,62,,2016,3,20,1,13
312701,46,,2016,3,21,2,13
312701,38,,2016,3,22,3,13
312701,62,,2016,3,23,4,13
312701,81,,2016,3,24,5,13
312701,40,,2016,3,25,6,13
312701,45,,2016,3,26,7,13
312701,42,,2016,3,27,1,14
312701,53,,2016,3,28,2,14
312701,53,,2016,3,29,3,14
312701,56,,2016,3,30,4,14
312701,53,,2016,3,31,5,14
312701,47,,2016,4,1,6,14
312701,61,,2016,4,2,7,14
312701,64,,2016,4,3,1,15
312701,62,,2016,4,4,2,15
312701,37,,2016,4,5,3,15
312701,65,,2016,4,6,4,15
312701,54,,2016,4,7,5,15
312701,44,,2016,4,8,6,15
312701,46,,2016,4,9,7,15
312701,50,,2016,4,10,1,16
312701,43,,2016,4,11,2,16
312701,53,,2016,4,12,3,16
312701,63,,2016,4,13,4,16
312701,52,,2016,4,14,5,16
312701,2,,2016,4,15,6,16
312701,0,,2016,4,16,7,16
312701,0,,2016,4,17,1,17
312701,72,,2016,4,18,2,17
312701,59,,2016,4,19,3,17
312701,75,,2016,4,20,4,17
312701,47,,2016,4,21,5,17
312701,44,,2016,4,22,6,17
312701,77,,2016,4,23,7,17
312701,90,,2016,4,24,1,18
312701,93,,2016,4,25,2,18
312701,47,,2016,4,26,3,18
312701,61,,2016,4,27,4,18
312701,77,,2016,4,28,5,18
312701,282,,2016,4,29,6,18
312701,50,,2016,4,30,7,18
312701,58,,2016,5,1,1,19
312701,33,,2016,5,2,2,19
312701,41,,2016,5,3,3,19
312701,36,,2016,5,4,4,19
312701,64,,2016,5,5,5,19
312701,49,,2016,5,6,6,19
312701,53,,2016,5,7,7,19
312701,60,,2016,5,8,1,20
312701,43,,2016,5,9,2,20
312701,41,,2016,5,10,3,20
312701,55,,2016,5,11,4,20
312701,45,,2016,5,12,5,20
312701,18,,2016,5,13,6,20
312701,60,,2016,5,14,7,20
312701,69,,2016,5,15,1,21
312701,54,,2016,5,16,2,21
312701,39,,2016,5,17,3,21
312701,50,,2016,5,18,4,21
312701,44,,2016,5,19,5,21
312701,54,,2016,5,20,6,21
312701,57,,2016,5,21,7,21
312701,82,,2016,5,22,1,22
312701,57,,2016,5,23,2,22
312701,44,,2016,5,24,3,22
312701,56,,2016,5,25,4,22
312701,51,,2016,5,26,5,22
312701,55,,2016,5,27,6,22
312701,28,,2016,5,28,7,22
312701,56,,2016,5,29,1,23
312701,54,,2016,5,30,2,23
312701,36,,2016,5,31,3,23
312701,34,,2016,6,1,4,23
312701,41,,2016,6,2,5,23
312701,54,,2016,6,3,6,23
312701,41,,2016,6,4,7,23
312701,35,,2016,6,5,1,24
312701,44,,2016,6,6,2,24
312701,50,,2016,6,7,3,24
312701,42,,2016,6,8,4,24
312701,42,,2016,6,9,5,24
312701,66,,2016,6,10,6,24
312701,50,,2016,6,11,7,24
312701,55,,2016,6,12,1,25
312701,56,,2016,6,13,2,25
312701,53,,2016,6,14,3,25
312701,44,,2016,6,15,4,25
312701,54,,2016,6,16,5,25
312701,54,,2016,6,17,6,25
312701,50,,2016,6,18,7,25
312701,40,,2016,6,19,1,26
